gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,Degree40,Closeness40,Cluster.coeff40,color40,Degree50,Closeness50,Cluster.coeff50,color50,Degree65,Closeness65,Cluster.coeff65,color65,Degree70,Closeness70,Cluster.coeff70,Degree85,Closeness85,Cluster.coeff85,color85,Degree90,Closeness90,Cluster.coeff90,color90,Betweenness85,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YAL053W,S000000049,NA,2352,NA,NA,cytoplasm,0,458,0.5125609,0.07253495,grey,92,0.4039802,0.050883899,grey,2,0.1935243,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,-0.92,0.21,0.2,0.15,0.38,0.37,0.01,-0.4,-0.43,-0.62,0.18,0.24,-0.07,0.28,0.43,-0.21,-0.33,-0.07,-0.58,-0.05,0.16,0.64,-0.18,0.41,0.02,-0.31,0.31,0.18,-0.05,0.23,-0.32,-0.42,-0.28,0.07,-0.24,-0.04,0.18,0.16,0.04,-0.2,0.32,0.42,0.1
YAL054C,S000000050,ACS1,2142,acetyl-CoA biosynthesis,acetate-CoA ligase activity,cytosol,0,1002,0.5329868,0.07689516,pink,376,0.462633,0.060085106,grey,42,0.2729465,0.039488966,grey,20,0.2139684,0.03684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,0,0.25,0.27,0.2,0.07,0.27,0.23,0.02,-0.36,-0.2,-0.32,0.17,0.08,-0.18,-0.26,0.14,1.33,-0.29,0.2,0.08,-0.06,-0.42,-0.2,-0.39,-0.36,0.56,-0.04,0,-1.5,0.41,-0.5,-0.22,-1.35,-1.39,-0.39,0.68,1.11,0.77,-0.33,0.85,1.17,0.68
YAL055W,S000000051,PEX22,543,protein-peroxisome targeting,NA,peroxisome,0,478,0.5123639,0.11766357,brown,82,0.4035725,0.131586871,grey,2,0.2338434,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,-0.27,-0.31,NA,-0.33,0.41,-0.88,-0.02,0.18,0.22,-0.04,0.38,0.36,-0.21,-0.1,0.53,0,-0.05,0.76,-0.63,-0.45,-0.11,0.42,-0.4,-0.22,0.13,-0.11,0.74,0.01,0,0.4,0.18,0.61,-0.18,-0.22,-0.77,-0.18,0.08,-0.03,-0.09,-0.13,0.29,0,0.04
YAL056W,S000000052,GPB2,2643,signal transduction,signal transducer activity,cytoplasm,0,366,0.5069084,0.10366045,blue,58,0.3943009,0.059891107,grey,2,0.1705514,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.39,-0.03,0.06,-0.21,-0.6,0.01,0.13,0.24,-0.15,0.28,-0.19,0,-0.07,-0.23,0.42,0.06,0.22,-0.36,-0.51,-0.22,-0.15,0.01,-0.56,0.4,0.6,0.35,0.13,0.26,0.57,0.61,0.3,-1.14,-0.36,0.19,-0.08,-0.14,0.1,-0.07,0.07,0.14,0.17,-0.04,0.25
YAL058W,S000000054,CNE1,1509,ER-associated protein catabolism,NA,integral to endoplasmic reticulum membrane,0,314,0.5069084,0.06666531,grey,52,0.399301,0.046003017,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,-0.4,-0.22,0.24,-0.11,-0.04,-0.07,-0.11,-0.41,0.27,-0.11,0.69,0.33,-0.1,0.24,0.32,-0.35,-0.04,0.44,0.32,-0.03,-0.37,-0.03,-0.56,-0.03,0.18,0.06,-0.04,-0.01,0.09,-0.6,0.09,-0.09,0.32,0.28,-0.09,-0.01,0.14,0.07,0.04,-0.12,0.16,-0.2,0.01
YAL059W,S000000055,ECM1,639,cell wall organization and biogenesis,NA,nucleus,0,1848,0.5650699,0.12397371,turquoise,1040,0.4912173,0.127668986,turquoise,330,0.3274864,0.134070185,turquoise,182,0.2806113,0.13654301,2,0.1349481,0,grey,NA,NA,NA,NA,0.00E+00,-0.81,0.03,0.12,-0.9,-0.32,0.03,0.19,0.31,0.23,0.1,0.36,-0.34,0.24,-0.07,-0.23,0.36,0.16,0.44,-0.81,0.39,0.71,-0.18,0.21,-0.15,0.51,0.22,-0.19,0.36,-0.34,-0.43,-0.88,-0.08,NA,-0.08,1.2,0.58,0.02,0.12,-0.08,-0.06,0.16,-0.48,-0.41,-0.01
YAL060W,S000000056,BDH1,1149,butanediol fermentation,(RR)-butanediol dehydrogenase activity,cytoplasm,0,1668,0.5580519,0.11555674,turquoise,726,0.4762982,0.119912606,turquoise,76,0.3184176,0.10245614,turquoise,24,0.2608078,0.14130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.01,-0.69,0.25,0.06,0.1,-0.51,0.09,-0.49,-0.08,0.09,-0.09,0.35,0.75,-0.18,0.3,0.07,0.2,0.66,-1.01,-0.69,-0.67,-0.48,-0.54,0.1,-0.2,0.06,0.77,0.25,0.47,0.85,0.09,0.63,-0.09,-0.82,-0.73,-0.37,-0.15,0.13,-0.11,-0.58,0.54,0.44,0.18
YAL061W,S000000057,NA,1254,NA,oxidoreductase activity acting on the CH-OH group of donors NAD or NADP as acceptor,cytoplasm,0,1404,0.5477332,0.11862452,turquoise,526,0.4665189,0.123157704,turquoise,42,0.2960602,0.074332172,grey,8,0.2342342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,0.24,-0.39,0.28,-0.06,-0.29,-0.53,-0.27,-0.31,-0.25,0.34,0.05,0.07,-0.27,0.02,0.37,0.26,0.19,-0.18,-0.43,-0.1,-0.38,-0.36,-0.12,-0.16,-0.12,0.09,0.91,0.35,0.19,1.57,0.13,NA,0.67,-0.61,-0.71,-0.85,-0.29,-0.09,-0.68,-1.39,0.5,0.68,1.07
YAL062W,S000000058,GDH3,1374,glutamate biosynthesis,glutamate dehydrogenase activity,nucleus,0,1418,0.5484092,0.09000122,blue,694,0.4954163,0.082463166,blue,120,0.3175522,0.092296919,red,72,0.2661473,0.08059468,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,-0.04,0,0,0.05,-0.13,-0.32,0.04,-0.08,-0.29,0.15,-0.15,0.27,0.1,0,0.6,0.15,-0.04,1.61,1.46,1.3,0.46,0.72,-0.03,-0.05,-0.43,-0.34,-0.43,-0.48,-0.43,1.03,0.25,NA,0.5,-0.06,-0.26,0.02,-0.26,-0.11,-0.08,-0.76,-0.12,-0.09,-0.08
YAL063C,S000000059,FLO9,3969,flocculation (sensu Saccharomyces),mannose binding,cell wall (sensu Fungi),0,564,0.5165332,0.07114244,red,148,0.4156965,0.073634859,tomato,14,0.2522635,0.120879121,grey,2,0.1710327,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.45,0.11,0.09,-0.1,0.06,-0.37,0.03,0,0.05,-0.1,-0.23,0.21,0.08,0.18,0,0.03,0.15,0.76,0.09,0.09,-0.17,0.13,-0.17,0.32,-0.43,0.04,-1.19,-0.11,0.43,-0.3,-0.37,-0.18,-0.09,-0.16,-0.16,-0.1,-0.09,0.46,0.32,0.02,0.31,0.4,-0.07
YAL064W,S000000060,NA,327,NA,NA,NA,0,194,0.4899534,0.11815608,turquoise,24,0.3681981,0.101449275,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.3,-0.28,0.4,-0.26,0.21,0.03,-0.08,-0.02,-0.06,-0.23,-0.08,0.02,-0.23,-0.11,0.07,1.05,0.11,0.9,-0.32,0.19,-0.17,0.32,-0.24,-0.07,-0.52,0.11,0.56,-0.1,-0.1,0.41,-0.37,0.17,-0.3,0.18,-0.2,-0.07,-0.03,0.17,-0.18,0.15,-0.13,0.17,0.03
YAL065C,S000001817,NA,387,NA,NA,NA,0,140,0.4867332,0.07112025,grey,26,0.3528322,0.067692308,grey,2,0.1935967,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,0.32,0,0.28,0.29,0.08,-1.18,0.07,0.04,0.04,-0.18,-0.29,-0.11,0.05,0.24,0.02,0.38,0.08,NA,-0.74,-0.15,0.58,NA,-0.74,0.58,NA,0.28,-0.74,NA,0.85,0.07,-0.32,-0.15,-0.36,0.05,0.11,-0.01,0.09,0.17,0.07,0.19,-0.08,-0.18,0.36
YAL066W,NA,NA,NA,NA,NA,NA,0,1056,0.5350549,0.102095,blue,478,0.4560383,0.103918318,blue,104,0.2897368,0.115571322,red,52,0.2414927,0.13499246,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.42,0.22,0.54,-0.41,0.4,-0.21,0.14,0.08,0.05,-0.04,NA,0.06,-0.07,-0.68,0.19,-0.35,0.16,1.92,1.37,0.47,0.9,0.41,0.12,0.53,-0.88,-0.15,NA,-0.25,-0.73,0.41,-0.49,-0.16,0.07,0.15,0.15,-0.06,0.17,0.17,-0.39,0.62,-0.39,-0.04,-0.21
YAL067C,S000000062,SEO1,1782,transport,transporter activity,membrane,0,654,0.5201613,0.07787628,black,214,0.4322309,0.068404195,grey,24,0.2612333,0.076086957,grey,10,0.2052679,0.11111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.15,0.07,0.01,0.17,NA,-0.1,0.08,0.64,0.39,0.33,-0.18,-0.54,-0.2,-0.04,0.29,-0.46,0.06,0.03,0.53,-0.08,-0.25,1.95,2.39,1.68,0.38,-0.19,-0.51,-0.02,-1.02,0.08,-0.2,0.05,0.03,0.29,0.32,0.09,0.14,-0.05,0.14,-0.16,0.12,-0.09,-0.29,-0.39
YAR002W,S000000063,NUP60,1620,nucleocytoplasmic transport,structural constituent of nuclear pore,nuclear pore,0,88,0.4642443,0.09247649,grey,12,0.3452473,0.045454545,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,0.19,0.2,-0.17,0.86,-0.1,-0.51,0.03,-0.1,0.42,-0.21,0.18,-0.1,0.04,0.24,-0.11,0.31,-0.06,-0.34,0.01,-0.3,-0.36,0.17,-0.23,-0.2,0.13,0.15,0.14,0,0.23,0.07,-0.28,-0.49,0.17,0.12,0,0.09,-0.19,0.17,0.38,-0.17,0.52,0,-0.39
YAR003W,S000000064,SWD1,1281,chromatin silencing at telomere,transcriptional activator activity,nuclear chromatin,0,804,0.5247343,0.12333414,yellow,390,0.4296304,0.158117461,brown,106,0.2829909,0.191374663,blue,40,0.2291017,0.19615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,-0.29,-0.3,0.75,0.37,0.27,-0.28,-0.16,-0.13,-0.56,-0.28,0.11,0.3,0.22,0.07,-0.02,0.11,-0.1,-0.14,0.21,0.84,0.19,-0.26,-0.1,-0.03,-0.09,0,-0.48,0.25,0.55,-0.44,-0.69,-0.2,-0.22,0.34,-0.02,0.26,0.49,0.26,0.22,0.07,0.01,-0.13,0.05
YAR007C,S000000065,RFA1,1866,DNA recombination,damaged DNA binding,chromosome telomeric region,1,1132,0.5376445,0.10440431,yellow,630,0.4674459,0.11355389,brown,278,0.2973727,0.128743215,blue,214,0.2519726,0.11930148,20,0.45751634,0.16842105,turquoise,2,0.3033708,0,grey,6.00E+00,0.77,-0.42,-0.48,0.87,0.92,0.67,-0.18,-0.35,-1.06,-0.81,-0.18,0.53,0.8,0.45,-0.09,-0.35,-0.11,-0.35,-0.65,0.01,1.52,0.48,-0.34,-0.71,-0.58,-0.94,-0.6,0.78,0.97,0.61,-0.83,-0.16,-0.69,-0.24,0.2,0.51,0.54,0.45,0.35,0.25,-0.38,0.24,-0.09,-0.14
YAR008W,S000000066,SEN34,828,tRNA splicing,tRNA-intron endonuclease activity,mitochondrial outer membrane,1,840,0.5268775,0.11100516,yellow,428,0.443988,0.13875331,brown,150,0.2844801,0.158478747,blue,66,0.2340476,0.17622378,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.42,-0.35,0.47,0.39,0.17,-0.18,-0.21,-0.08,-0.36,-0.08,-0.2,0.5,0.05,-0.11,0.3,-0.21,NA,-1.04,0.29,1.45,0.67,-0.06,-0.5,-0.49,-0.83,-0.41,0.32,0.7,0.85,0.1,-0.34,-0.14,-0.27,0.29,0.69,0.08,0.12,0.03,0.01,0.42,-0.46,-0.41,-0.12
YAR009C,NA,NA,NA,NA,NA,NA,0,464,0.5122982,0.09352424,red,144,0.4174757,0.084207459,tomato,10,0.2510222,0.133333333,grey,2,0.1878156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.25,0.96,0.58,0.55,0.46,0.42,0.61,-0.74,0.43,-0.98,0.32,-0.95,0.2,0.27,-0.78,0.18,-0.91,-0.35,-0.87,-0.02,-0.51,0.64,-0.9,0.26,-0.29,-0.74,1.48,0.35,-0.52,0.5,0.18,0.41,0.18,-0.03,0.15,-0.25,-0.41,-0.07,-0.13,-0.15,-0.01,-0.28,-0.09
YAR010C,NA,NA,NA,NA,NA,NA,0,320,0.5054987,0.10709248,turquoise,54,0.3774066,0.088050314,grey,6,0.1909029,0.2,grey,6,0.1485189,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,-0.23,0.23,0.21,0.19,0.11,0.22,0,0.36,-0.28,0,-0.51,-0.01,-0.34,-0.14,0.16,-0.21,-0.19,0.29,-0.4,-0.05,-0.11,0.18,-0.77,0.04,-0.03,-0.47,-0.21,0.23,-0.16,0.52,0.1,0.16,0.03,0.26,-0.04,-0.34,-0.37,-0.01,0.08,-0.39,0.13,-0.32,0.19
YAR014C,S000000069,BUD14,2124,cellular morphogenesis during vegetative growth,NA,bud neck,0,816,0.5261842,0.11233911,turquoise,224,0.4387274,0.101297245,grey,6,0.2756679,0.066666667,grey,2,0.2140775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,-0.12,0,-0.42,-0.1,-0.23,-0.23,0,0.22,-0.11,NA,-0.11,0.17,-0.08,-0.13,0.58,0.22,0.54,0.06,-0.34,0.38,0.1,0.48,-0.28,0.26,0.11,0.01,0.04,-0.11,0.26,-1.08,0.11,NA,-0.23,0,-0.25,-0.15,0.36,0.35,0.51,-0.18,0.2,-0.05,0.42
YAR015W,S000000070,ADE1,921,purine nucleotide biosynthesis,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,cytoplasm,0,282,0.5044784,0.07132581,purple,42,0.3752463,0.054587689,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.29,0.07,0,0.06,-0.2,-0.33,-0.63,-0.3,-0.21,0.51,0.13,-0.12,0.09,-0.23,0.17,0.46,0.17,0.04,-0.13,-0.29,0.38,0.41,0.63,-0.15,0.21,0.11,-0.36,0.05,-0.34,-0.13,-0.13,0.07,NA,0.09,0.25,-0.5,-0.21,-0.04,0.02,0.26,-0.02,0.34,-0.01,-0.14
YAR018C,S000000071,KIN3,1308,chromosome segregation,protein kinase activity,NA,0,1046,0.5344828,0.08810415,blue,416,0.4596552,0.083920297,green,106,0.2925214,0.099910153,grey,60,0.2411557,0.12146893,4,0.37209302,0.16666667,brown,NA,NA,NA,NA,0.00E+00,-0.25,1.82,-0.46,-0.06,-0.76,-0.7,-0.79,-0.2,-0.06,0.82,0.36,0.68,-0.13,0.2,0.04,0.57,0.17,0.53,-0.4,-0.99,-1.06,-0.75,-0.61,-0.76,0.71,1.49,1.36,0.44,0.26,-0.36,-0.68,-0.56,-0.59,-0.27,-0.36,-0.71,-0.29,0.21,0.59,0.71,0.19,0.75,0.46,0.54
YAR019C,S000000072,CDC15,2925,protein amino acid phosphorylation,protein kinase activity,bud neck,1,512,0.5139442,0.123517,brown,74,0.4078115,0.089596446,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.57,0.18,0,0.26,-0.1,0.05,0.28,0.28,0.4,-0.3,-0.2,-0.07,-0.02,0.07,-0.14,-0.2,-0.36,0.55,-0.29,-0.29,-0.01,0.13,-0.81,-0.21,0.29,0.16,0.45,0.17,0.17,0.62,0.15,0,0.15,0.03,-0.38,-0.02,-0.19,-0.41,0.31,-0.13,-0.06,-0.25,0.19
YAR020C,S000000073,PAU7,168,NA,NA,NA,0,994,0.5326319,0.08675416,red,370,0.4591274,0.079835933,tomato,30,0.2793891,0.068965517,grey,14,0.2119005,0.10989011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.29,-0.19,-0.13,0.5,-0.15,-0.34,0.01,-0.34,-0.08,0.12,0.19,-0.1,-0.07,NA,0.57,0,0.06,-0.24,-0.59,0.15,-0.13,0.08,-0.66,0.06,-0.07,-0.42,1.43,0.33,-0.08,-0.22,0.22,-0.6,0.09,-0.33,-0.13,0.03,0.28,0.3,0.14,-0.18,0.22,-0.07,0.25
YAR027W,S000000075,UIP3,708,NA,NA,nuclear membrane,0,1802,0.5631601,0.10996727,turquoise,792,0.4880996,0.11297552,turquoise,72,0.3113289,0.102112676,turquoise,10,0.2429103,0.11111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,0.4,0.05,-0.05,-0.09,-0.19,0.13,0.12,-0.19,0.28,0.09,0.21,-0.17,NA,-0.02,-0.73,0.08,0.22,-0.27,-0.31,-0.35,-0.59,-0.46,0.11,-0.01,-0.16,0.63,0.34,0.21,1.19,0.12,0.41,-0.41,-0.64,-0.43,-0.49,-0.03,-0.05,-0.14,-0.28,0.29,0.19,0.26
YAR028W,S000000076,NA,705,NA,NA,NA,0,1248,0.5417965,0.09842468,turquoise,546,0.4768662,0.093826663,turquoise,66,0.3049335,0.084382284,black,22,0.258513,0.12121212,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.25,0.33,0.14,-0.14,0.13,-0.07,0.15,0.14,-0.02,-0.21,-0.07,-0.12,-0.01,0.24,-0.27,0.47,-0.36,-0.45,-0.31,-0.31,-0.21,-0.09,0.31,0.37,0.42,0.16,-0.2,-0.16,0.27,1.54,-0.04,-0.06,-0.43,-0.07,-0.25,-0.21,-0.09,-0.09,-0.21,-0.07,0.16,0.06,-0.23
YAR031W,S000000078,PRM9,897,vesicle organization and biogenesis,NA,plasma membrane,0,520,0.5122982,0.09836224,grey,136,0.4150493,0.098474946,grey,16,0.2471006,0.091666667,grey,6,0.2116105,0.06666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.6,1.63,-0.33,-0.39,-0.35,-0.27,0.06,0.02,-0.02,0.25,-0.15,-0.02,-0.18,NA,0.12,-0.09,-0.01,0.78,0.09,0.31,-0.06,0.59,-0.06,0.34,-0.03,-0.1,-0.37,0.01,0.13,0.77,0.11,0.21,-0.11,-0.36,-0.38,-0.36,-0.04,-0.09,-0.02,-0.07,0.18,-0.25,0.39
YAR033W,S000000079,MST28,705,vesicle organization and biogenesis,protein binding,endoplasmic reticulum,0,1862,0.5654695,0.09558863,grey,874,0.4960923,0.07925012,turquoise,80,0.324552,0.082594937,grey,30,0.2814985,0.09655172,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,0.01,0.91,-0.24,-0.02,-0.18,-0.08,-0.01,0.15,-0.04,-0.02,-0.42,-0.01,-0.1,-0.1,0.15,0.02,-0.1,0.31,-0.55,-0.73,-0.54,0.33,-0.26,-0.04,0.09,-0.04,0.03,-0.03,0.17,1.22,0.24,0.18,-0.13,-0.45,-0.31,-0.25,-0.25,-0.25,-0.23,-0.04,0.04,0.29,-0.04
YAR035W,S000000080,YAT1,2064,alcohol metabolism,carnitine O-acetyltransferase activity,mitochondrion,0,824,0.5268775,0.0855059,blue,262,0.4492754,0.078558685,grey,14,0.2654258,0.065934066,grey,2,0.1811344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.55,-0.3,0.02,0.19,-0.28,-0.11,0,0.27,-0.09,0.24,-0.03,0.13,0.08,-0.15,0.05,-0.44,0.21,-0.74,-0.86,0.06,0.12,0.94,0.08,0.45,0.26,-0.12,0.79,0.04,-0.35,-0.27,0.12,-0.58,-0.45,-0.41,-0.25,-0.17,0.31,0.4,0.04,0.04,0.18,0.56,0.48
YAR037W,NA,NA,NA,NA,NA,NA,0,590,0.5180052,0.08403211,pink,148,0.4357158,0.064350064,grey,6,0.245576,0,grey,2,0.1661201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0,0.09,0.26,-0.07,0.2,-0.19,0.03,0.22,NA,0.32,-0.41,-0.03,-0.1,0.14,0.12,-0.15,0.18,0.02,0.55,-1.15,0.18,1.1,NA,0.44,-1.15,NA,NA,NA,NA,-0.08,0.36,-0.39,-0.82,-0.79,-0.9,-0.24,0.28,0.75,0.33,0.06,0.65,0.67,0.14
YAR040C,NA,NA,NA,NA,NA,NA,0,994,0.5328448,0.06514819,turquoise,416,0.4759581,0.045458758,grey,46,0.2802104,0.015458937,grey,24,0.221185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.41,0.03,0.14,0.13,0.15,-0.21,0.06,0.19,-0.13,0.05,-0.14,-0.01,-0.02,-0.02,-0.08,0.01,-0.04,-2,NA,0.59,0.32,NA,NA,NA,NA,-0.41,NA,-0.41,NA,-0.02,0.01,-0.31,-0.56,-0.62,-0.44,-0.11,0.47,0.5,0.02,0.01,0.39,0.56,0.09
YAR042W,S000000081,SWH1,3567,NA,NA,NA,0,634,0.5191484,0.10358764,brown,144,0.4197544,0.095668221,pink,8,0.2590473,0.107142857,grey,4,0.1887932,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,-0.34,-0.04,0.17,-0.26,0.12,-0.17,0.04,0.3,-0.04,0.21,0.04,0.27,-0.23,-0.04,0.15,-0.1,-0.1,1.01,-0.38,-0.5,0.44,-0.76,-2.08,0.01,-0.27,0.38,0.62,0.92,0.01,0.37,-0.12,-0.63,-0.33,-0.4,-0.18,-0.33,-0.17,0.37,0.32,0.07,0.65,-0.05,0.43
YAR043C,NA,NA,NA,NA,NA,NA,0,1138,0.5378615,0.08157934,brown,402,0.4690359,0.071897371,blue,48,0.2973483,0.055851064,grey,22,0.232676,0.05627706,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,0.5,0.01,0.24,-0.12,-0.06,-0.09,0.06,0.01,-0.1,0.15,-0.07,0.2,-0.12,-0.12,0.05,0.04,-0.02,NA,-1.37,-1.05,-0.56,-0.78,-1.78,0.22,0.63,0.22,1.16,NA,1.22,0.33,-0.26,0.28,-0.47,-0.09,-0.24,-0.15,0.01,0.21,-0.07,0.05,0.2,0.13,0.06
YAR044W,NA,NA,NA,NA,NA,NA,0,960,0.5314286,0.09191432,brown,314,0.4580231,0.085854989,grey,20,0.2745395,0.042105263,grey,8,0.2275755,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,0.33,-0.09,-0.1,0.1,-0.05,-0.05,0.04,-0.05,-0.19,0.08,-0.1,0.17,-0.22,-0.01,0.05,-0.01,0.51,0.33,-0.43,-0.37,-0.46,-0.35,-0.68,0.57,0.3,0.25,0.04,0.23,0.48,0.22,-0.24,-0.48,-0.35,-0.31,-0.44,-0.09,-0.09,0.45,0.4,-0.4,0.68,0.55,0.12
YAR047C,NA,NA,NA,NA,NA,NA,0,200,0.4992509,0.04572864,grey,14,0.3551194,0.010989011,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23,0.25,-0.14,0.16,0.57,-0.01,-0.12,-0.18,-0.12,-0.1,0.38,-0.09,0.23,-0.14,0.43,-0.05,0.2,-0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36,-0.09,-0.36,0.23,0.31,0.06,0.14,-0.11,-0.03,-0.14,0.2,0.53,-0.48,0.11
YAR050W,S000000084,FLO1,4614,flocculation (sensu Saccharomyces),mannose binding,cell wall (sensu Fungi),0,764,0.5234978,0.10786164,blue,206,0.4296766,0.103338859,blue,8,0.2758148,0.107142857,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.08,0.09,0.15,0.05,0.21,-0.13,0.11,0.02,-0.08,0.61,-0.36,0.05,0.02,0.09,0.05,-0.11,-0.95,-0.97,-0.11,-0.34,-0.41,0.3,0.41,0.57,0.69,0.53,0.11,-0.2,0.06,-0.48,-0.36,-0.32,-0.38,0.05,-0.04,-0.15,0.15,0.42,0.5,-0.06,0.31,0.25,0.1
YAR052C,NA,NA,NA,NA,NA,NA,0,184,0.4959692,0.08256118,grey,62,0.3847782,0.072977261,grey,6,0.2344792,0.133333333,grey,4,0.1886114,0.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,2.01,0.12,0,0.29,-0.19,-0.07,0.11,-0.03,0.21,-0.25,-0.28,0.03,0.15,0.23,-0.15,0.23,-0.15,-0.5,-0.16,0.28,-0.21,-0.13,0.43,0.12,0.38,0.12,0.3,-0.08,0.1,0,-0.11,-0.03,0.19,0,-0.07,0.18,0.18,-0.23,-0.16,0.03,-0.12,-0.11,0.23
YAR060C,NA,NA,NA,NA,NA,NA,0,216,0.4957848,0.09513351,brown,42,0.3778702,0.084785134,grey,4,0.244978,0.166666667,grey,2,0.1786235,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.51,-0.07,0.22,0.16,0.2,-0.06,-0.2,0.22,-0.17,-0.1,-0.25,0.46,-0.09,-0.27,0.06,0.02,0.02,0.62,NA,-0.08,-1.27,0.06,-0.14,0.31,-1.27,0.27,0.4,0.66,0.12,-0.11,-0.27,0,-0.18,-0.12,0.21,0.09,-0.04,0.23,-0.07,0.44,-0.23,0.06,0
YAR061W,S000000087,NA,204,NA,NA,NA,0,240,0.5001876,0.08790098,grey,46,0.383303,0.074396135,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,-0.47,-0.07,0.18,0.16,-0.04,0.06,-0.21,-0.18,-0.14,-0.41,-0.25,0.19,-0.09,-0.04,-0.01,0.16,0.57,0.43,-0.69,-0.24,-0.57,0.07,-0.18,0.47,0.24,0.45,-0.78,0.37,0.6,-0.27,-0.01,-0.07,-0.16,-0.12,0.21,-0.03,-0.16,0.12,0.08,0.23,0.23,0.32,-0.36
YAR062W,S000000088,NA,597,NA,NA,NA,0,328,0.5074229,0.06683076,pink,62,0.401748,0.05076679,grey,4,0.2139271,0.166666667,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,0.6,-0.1,-0.08,0.14,-0.24,-0.13,0,-0.19,-0.08,0.21,-0.36,0.26,0.08,NA,0.4,0.11,0.14,0.68,-1.08,-0.19,0.22,0.13,-0.46,-0.08,0.08,-0.19,-0.25,-0.13,0.61,-1.14,-0.31,1.2,-0.38,-0.46,-0.38,-0.14,0.27,0.07,0.27,-0.11,0.36,0.32,0.42
YAR064W,S000000089,NA,300,NA,NA,NA,0,218,0.501065,0.07208388,grey,30,0.3604651,0.043678161,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,-0.15,0.08,-0.14,0.58,-0.34,NA,0,0.81,-0.22,NA,-0.29,NA,0.08,-0.29,NA,-0.04,NA,0.05,-0.87,0.18,-0.63,0.15,-0.41,0.21,0.1,-0.41,0.37,0.64,0.34,0.24,0.19,0.26,-0.12,0.06,0.08,-0.14,-0.04,-0.71,0.16,-0.1,0,-0.21,0.31
